"","transect","year","site","treat","plot","Source","plotID","subplotID","nseed","nEm","nEmzt","nFlwr","nR","seedperplot","seedperseed","avLn1new","avJnew","Axtra"
"592","HB","2013","H","OTC",36,"MT","HB.H.36","HB.H.36.MT",25,11,11,9,9,388.533333333333,16,4.63636363636364,190,"."
"593","HB","2013","H","TR",37,"L","HB.H.37","HB.H.37.L",25,5,5,3,1,0,0,6,200.6,"."
"594","HB","2013","H","TR",37,"M","HB.H.37","HB.H.37.M",25,4,4,2,1,14.5,1,4.5,190,"."
"595","HB","2013","H","TR",37,"H","HB.H.37","HB.H.37.H",25,6,6,5,5,467.4,19,5.5,191.5,"."
"596","HB","2013","H","TR",37,"MT","HB.H.37","HB.H.37.MT",25,1,1,1,1,46,2,6,190,"."
"597","HB","2013","H","TR",37,"F","HB.H.37","HB.H.37.F",25,6,6,5,5,308.166666666667,12,6.16666666666667,190,"."
"598","HB","2013","H","OTC",38,"M","HB.H.38","HB.H.38.M",25,5,5,5,5,1316.55,53,6.8,190,"."
"599","HB","2013","H","OTC",38,"H","HB.H.38","HB.H.38.H",25,5,5,4,4,266.6,11,6.8,198.8,"."
"600","HB","2013","H","OTC",38,"MT","HB.H.38","HB.H.38.MT",25,11,11,9,9,2138.03333333333,86,7.72727272727273,192.454545454545,"."
"601","HB","2013","H","TR",39,"L","HB.H.39","HB.H.39.L",25,3,3,3,0,0,0,8,193,"."
"602","HB","2013","H","TR",39,"M","HB.H.39","HB.H.39.M",25,7,7,6,2,50.5,2,8.14285714285714,193.857142857143,"."
"603","HB","2013","H","TR",39,"H","HB.H.39","HB.H.39.H",25,5,5,5,5,415.3,17,8,195.8,"."
"604","HB","2013","H","TR",39,"MT","HB.H.39","HB.H.39.MT",25,9,9,6,4,188.666666666667,8,7,201.333333333333,"."
"605","HB","2013","H","TR",39,"F","HB.H.39","HB.H.39.F",25,9,9,9,6,177.666666666667,7,8.11111111111111,193,"."
"606","HB","2013","H","OTC",40,"M","HB.H.40","HB.H.40.M",25,5,5,5,5,1075.33333333333,43,7.6,191,"."
"607","HB","2013","H","OTC",40,"H","HB.H.40","HB.H.40.H",25,6,6,5,4,476.285714285714,19,7.5,191,"."
"608","HB","2013","H","OTC",40,"MT","HB.H.40","HB.H.40.MT",25,9,9,7,7,745.416666666667,30,6.77777777777778,191.888888888889,"."
"609","HB","2013","H","TR",41,"L","HB.H.41","HB.H.41.L",25,2,2,1,0,0,0,4.5,190,"."
"610","HB","2013","H","TR",41,"M","HB.H.41","HB.H.41.M",25,1,1,1,1,23,1,5,190,"."
"611","HB","2013","H","TR",41,"H","HB.H.41","HB.H.41.H",25,2,2,1,1,41,2,6,190,"."
"612","HB","2013","H","TR",41,"MT","HB.H.41","HB.H.41.MT",25,1,1,1,1,10,0,5,190,"."
"613","HB","2013","H","TR",41,"F","HB.H.41","HB.H.41.F",25,9,9,7,0,0,0,5.88888888888889,190,"."
"614","HB","2013","H","OTC",42,"M","HB.H.42","HB.H.42.M",25,7,7,1,1,74,3,4.85714285714286,190,"."
"615","HB","2013","H","OTC",42,"H","HB.H.42","HB.H.42.H",25,3,3,2,2,158.333333333333,6,5.33333333333333,190,"."
"616","HB","2013","H","OTC",42,"MT","HB.H.42","HB.H.42.MT",25,8,8,2,1,2,0,5.375,190,"."
"617","HB","2013","H","TR",43,"L","HB.H.43","HB.H.43.L",25,5,5,2,0,0,0,5.4,191.8,"."
"618","HB","2013","H","TR",43,"M","HB.H.43","HB.H.43.M",25,9,9,7,3,99,4,5,190,"."
"619","HB","2013","H","TR",43,"H","HB.H.43","HB.H.43.H",25,1,1,1,1,36,1,7,190,"."
"620","HB","2013","H","TR",43,"MT","HB.H.43","HB.H.43.MT",25,10,10,8,5,144.75,6,6,191.7,"."
"621","HB","2013","H","TR",43,"F","HB.H.43","HB.H.43.F",25,4,4,3,2,31,1,5.5,190,"."
"622","HB","2013","H","OTC",44,"M","HB.H.44","HB.H.44.M",25,8,8,8,8,1279.60476190476,51,6.875,190,"."
"623","HB","2013","H","OTC",44,"H","HB.H.44","HB.H.44.H",25,5,5,5,4,115.5,5,6,190,"."
"624","HB","2013","H","OTC",44,"MT","HB.H.44","HB.H.44.MT",25,12,12,11,8,635.466666666667,25,6.16666666666667,190.75,"."
"625","HB","2013","H","TR",45,"L","HB.H.45","HB.H.45.L",25,9,9,6,0,0,0,5,190,"."
"626","HB","2013","H","TR",45,"M","HB.H.45","HB.H.45.M",25,15,15,15,2,66,3,6.06666666666667,190,"."
"627","HB","2013","H","TR",45,"H","HB.H.45","HB.H.45.H",25,1,1,0,0,0,0,4,190,"."
"628","HB","2013","H","TR",45,"MT","HB.H.45","HB.H.45.MT",25,6,6,4,1,21,1,4.66666666666667,190,"."
"629","HB","2013","H","TR",45,"F","HB.H.45","HB.H.45.F",25,12,12,9,3,253,10,7.25,191.416666666667,"."
"630","HB","2013","H","OTC",46,"M","HB.H.46","HB.H.46.M",25,6,6,5,4,565.533333333333,23,5.83333333333333,190,"."
"631","HB","2013","H","OTC",46,"H","HB.H.46","HB.H.46.H",25,5,5,2,2,203.75,8,6,190,"."
"632","HB","2013","H","OTC",46,"MT","HB.H.46","HB.H.46.MT",25,6,6,4,4,236.833333333333,9,4,190,"."
"633","HB","2013","H","TR",47,"L","HB.H.47","HB.H.47.L",25,9,9,5,0,0,0,3.77777777777778,190,"."
"634","HB","2013","H","TR",47,"M","HB.H.47","HB.H.47.M",25,2,2,2,1,44.8,2,4.5,190,"."
"635","HB","2013","H","TR",47,"H","HB.H.47","HB.H.47.H",25,1,1,0,0,0,0,4,190,"."
"636","HB","2013","H","TR",47,"MT","HB.H.47","HB.H.47.MT",25,1,1,0,0,0,0,4,190,"."
"637","HB","2013","H","TR",47,"F","HB.H.47","HB.H.47.F",25,7,7,4,1,53,2,4.14285714285714,190,"."
"638","HB","2013","H","OTC",48,"M","HB.H.48","HB.H.48.M",25,5,5,5,5,774.47619047619,31,4.6,190,"."
"639","HB","2013","H","OTC",48,"H","HB.H.48","HB.H.48.H",25,7,7,3,2,36.3333333333333,1,4,191.285714285714,"."
"640","HB","2013","H","OTC",48,"MT","HB.H.48","HB.H.48.MT",25,8,8,6,4,390.166666666667,16,5,192.875,"."
"641","HB","2013","H","TR",49,"L","HB.H.49","HB.H.49.L",25,10,10,7,0,0,0,4.7,190.9,"."
"642","HB","2013","H","TR",49,"M","HB.H.49","HB.H.49.M",25,4,4,2,0,0,0,4.25,190,"."
"643","HB","2013","H","TR",49,"H","HB.H.49","HB.H.49.H",25,2,2,0,0,0,0,5.5,190,"."
"644","HB","2013","H","TR",49,"MT","HB.H.49","HB.H.49.MT",25,1,1,0,0,0,0,3,190,"."
"645","HB","2013","H","TR",49,"F","HB.H.49","HB.H.49.F",25,15,15,11,1,25.3333333333333,1,5,190,"."
"646","HB","2013","H","OTC",50,"M","HB.H.50","HB.H.50.M",25,11,11,5,3,259.666666666667,10,4.81818181818182,190,"."
"647","HB","2013","H","OTC",50,"H","HB.H.50","HB.H.50.H",25,2,2,0,0,0,0,3,190,"."
"648","HB","2013","H","OTC",50,"MT","HB.H.50","HB.H.50.MT",25,10,10,2,2,192.583333333333,8,4.2,190,"."
"649","HB","2013","A","TR",31,"L","HB.A.31","HB.A.31.L",25,1,1,0,0,0,0,3,200,"CT"
"650","HB","2013","A","TR",31,"M","HB.A.31","HB.A.31.M",25,3,3,1,0,0,0,2.33333333333333,191,"CT"
"651","HB","2013","A","TR",31,"H","HB.A.31","HB.A.31.H",25,0,0,NA,NA,0,0,NA,NA,"CT"
"652","HB","2013","A","TR",31,"A","HB.A.31","HB.A.31.A",15,0,0,NA,NA,0,0,NA,NA,"CT"
"653","HB","2013","A","TR",31,"MT","HB.A.31","HB.A.31.MT",25,0,0,NA,NA,0,0,NA,NA,"CT"
"654","HB","2013","A","TR",31,"F","HB.A.31","HB.A.31.F",25,0,0,NA,NA,0,0,NA,NA,"CT"
"655","HB","2013","A","TR",32,"M","HB.A.32","HB.A.32.M",25,0,0,NA,NA,0,0,NA,NA,"extraCT"
"656","HB","2013","A","TR",32,"H","HB.A.32","HB.A.32.H",25,0,0,NA,NA,0,0,NA,NA,"extraCT"
"657","HB","2013","A","TR",32,"MT","HB.A.32","HB.A.32.MT",25,1,1,0,0,0,0,2,191,"extraCT"
"658","HB","2013","A","TR",33,"L","HB.A.33","HB.A.33.L",25,0,0,NA,NA,0,0,NA,NA,"CT"
"659","HB","2013","A","TR",33,"M","HB.A.33","HB.A.33.M",25,3,3,1,0,0,0,2.33333333333333,191,"CT"
"660","HB","2013","A","TR",33,"H","HB.A.33","HB.A.33.H",25,0,0,NA,NA,0,0,NA,NA,"CT"
"661","HB","2013","A","TR",33,"A","HB.A.33","HB.A.33.A",15,1,1,0,0,0,0,2,191,"CT"
"662","HB","2013","A","TR",33,"MT","HB.A.33","HB.A.33.MT",25,1,1,1,0,0,0,2,191,"CT"
"663","HB","2013","A","TR",33,"F","HB.A.33","HB.A.33.F",25,2,2,0,0,0,0,2.5,191,"CT"
"664","HB","2013","A","OTC",34,"M","HB.A.34","HB.A.34.M",25,2,2,0,0,0,0,2,191,"OTC"
"665","HB","2013","A","OTC",34,"H","HB.A.34","HB.A.34.H",25,1,1,1,1,4,0,2,191,"OTC"
"666","HB","2013","A","TR",35,"L","HB.A.35","HB.A.35.L",25,0,0,NA,NA,0,0,NA,NA,"CT"
"667","HB","2013","A","TR",35,"M","HB.A.35","HB.A.35.M",25,1,1,0,0,0,0,2,191,"CT"
"668","HB","2013","A","TR",35,"H","HB.A.35","HB.A.35.H",25,2,2,1,0,0,0,3,191,"CT"
"669","HB","2013","A","TR",35,"A","HB.A.35","HB.A.35.A",19,1,1,0,0,0,0,2,191,"CT"
"670","HB","2013","A","TR",35,"MT","HB.A.35","HB.A.35.MT",25,0,0,NA,NA,0,0,NA,NA,"CT"
"671","HB","2013","A","TR",35,"F","HB.A.35","HB.A.35.F",25,0,0,NA,NA,0,0,NA,NA,"CT"
"672","HB","2013","A","TR",36,"M","HB.A.36","HB.A.36.M",25,0,0,NA,NA,0,0,NA,NA,"extraCT"
"673","HB","2013","A","TR",36,"H","HB.A.36","HB.A.36.H",25,1,1,0,0,0,0,4,191,"extraCT"
"674","HB","2013","A","TR",37,"L","HB.A.37","HB.A.37.L",25,0,0,NA,NA,0,0,NA,NA,"CT"
"675","HB","2013","A","TR",37,"M","HB.A.37","HB.A.37.M",25,8,8,2,0,0,0,2.625,194.75,"CT"
"676","HB","2013","A","TR",37,"H","HB.A.37","HB.A.37.H",25,2,2,0,0,0,0,3.5,210.5,"CT"
"677","HB","2013","A","TR",37,"A","HB.A.37","HB.A.37.A",19,2,2,0,0,0,0,2,196.5,"CT"
"678","HB","2013","A","TR",37,"MT","HB.A.37","HB.A.37.MT",25,0,0,NA,NA,0,0,NA,NA,"CT"
"679","HB","2013","A","TR",37,"F","HB.A.37","HB.A.37.F",25,7,7,2,0,0,0,2.85714285714286,194,"CT"
"680","HB","2013","A","OTC",38,"M","HB.A.38","HB.A.38.M",25,2,2,1,0,0,0,3,195.5,"OTC"
"681","HB","2013","A","OTC",38,"H","HB.A.38","HB.A.38.H",25,0,0,NA,NA,0,0,NA,NA,"OTC"
"682","HB","2013","A","OTC",38,"MT","HB.A.38","HB.A.38.MT",25,1,1,0,0,0,0,2,200,"OTC"
"683","HB","2013","A","TR",39,"L","HB.A.39","HB.A.39.L",25,0,0,NA,NA,0,0,NA,NA,"CT"
"684","HB","2013","A","TR",39,"M","HB.A.39","HB.A.39.M",25,2,2,2,0,0,0,4.5,193,"CT"
"685","HB","2013","A","TR",39,"H","HB.A.39","HB.A.39.H",25,0,0,NA,NA,0,0,NA,NA,"CT"
"686","HB","2013","A","TR",39,"A","HB.A.39","HB.A.39.A",17,1,1,1,0,0,0,4,193,"CT"
"687","HB","2013","A","TR",39,"MT","HB.A.39","HB.A.39.MT",25,3,3,2,1,35,1,2.66666666666667,193,"CT"
"688","HB","2013","A","TR",39,"F","HB.A.39","HB.A.39.F",25,0,0,NA,NA,0,0,NA,NA,"CT"
"689","HB","2013","A","OTC",40,"M","HB.A.40","HB.A.40.M",25,2,2,1,0,0,0,4,195.5,"OTC"
"690","HB","2013","A","OTC",40,"H","HB.A.40","HB.A.40.H",25,1,1,0,0,0,0,2,191,"OTC"
"691","HB","2013","A","OTC",40,"MT","HB.A.40","HB.A.40.MT",25,1,1,1,1,42.5,2,3,191,"OTC"
"692","HB","2013","A","TR",41,"L","HB.A.41","HB.A.41.L",25,2,2,0,0,0,0,2,195.5,"CT"
"693","HB","2013","A","TR",41,"M","HB.A.41","HB.A.41.M",25,2,2,0,0,0,0,2,191,"CT"
"694","HB","2013","A","TR",41,"H","HB.A.41","HB.A.41.H",25,2,2,1,0,0,0,3,203,"CT"
"695","HB","2013","A","TR",41,"MT","HB.A.41","HB.A.41.MT",25,2,2,1,0,0,0,2.5,191,"CT"
"696","HB","2013","A","TR",41,"F","HB.A.41","HB.A.41.F",25,3,3,2,0,0,0,2.66666666666667,199,"CT"
"697","HB","2013","A","TR",42,"M","HB.A.42","HB.A.42.M",25,1,1,0,0,0,0,2,191,"extraCT"
"698","HB","2013","A","TR",42,"H","HB.A.42","HB.A.42.H",25,0,0,NA,NA,0,0,NA,NA,"extraCT"
"699","HB","2013","A","TR",43,"L","HB.A.43","HB.A.43.L",25,3,3,2,0,0,0,3.33333333333333,196,"CT"
"700","HB","2013","A","TR",43,"M","HB.A.43","HB.A.43.M",25,2,2,1,0,0,0,2.5,191,"CT"
"701","HB","2013","A","TR",43,"H","HB.A.43","HB.A.43.H",25,0,0,NA,NA,0,0,NA,NA,"CT"
"702","HB","2013","A","TR",43,"MT","HB.A.43","HB.A.43.MT",25,1,1,0,0,0,0,2,191,"CT"
"703","HB","2013","A","TR",43,"F","HB.A.43","HB.A.43.F",25,2,2,1,0,0,0,2.5,191,"CT"
"704","HB","2013","A","TR",44,"M","HB.A.44","HB.A.44.M",25,1,1,1,0,0,0,3,191,"extraCT"
"705","HB","2013","A","TR",44,"H","HB.A.44","HB.A.44.H",25,0,0,NA,NA,0,0,NA,NA,"extraCT"
"706","HB","2013","A","TR",45,"L","HB.A.45","HB.A.45.L",25,2,2,0,0,0,0,2.5,195.5,"CT"
"707","HB","2013","A","TR",45,"M","HB.A.45","HB.A.45.M",25,2,2,1,0,0,0,5,206,"CT"
"708","HB","2013","A","TR",45,"H","HB.A.45","HB.A.45.H",25,2,2,1,0,0,0,2.5,191,"CT"
"709","HB","2013","A","TR",45,"MT","HB.A.45","HB.A.45.MT",25,1,1,1,0,0,0,3,191,"CT"
"710","HB","2013","A","TR",45,"F","HB.A.45","HB.A.45.F",25,1,1,1,0,0,0,2,191,"CT"
"711","HB","2013","A","TR",46,"M","HB.A.46","HB.A.46.M",25,0,0,NA,NA,0,0,NA,NA,"extraCT"
"712","HB","2013","A","TR",46,"H","HB.A.46","HB.A.46.H",25,0,0,NA,NA,0,0,NA,NA,"extraCT"
"713","HB","2013","A","TR",47,"L","HB.A.47","HB.A.47.L",25,1,1,0,0,0,0,2,200,"CT"
"714","HB","2013","A","TR",47,"M","HB.A.47","HB.A.47.M",25,1,1,1,0,0,0,3,191,"CT"
"715","HB","2013","A","TR",47,"H","HB.A.47","HB.A.47.H",25,1,1,0,0,0,0,2,191,"CT"
"716","HB","2013","A","TR",47,"MT","HB.A.47","HB.A.47.MT",25,1,1,0,0,0,0,4,200,"CT"
"717","HB","2013","A","TR",47,"F","HB.A.47","HB.A.47.F",25,3,3,1,0,0,0,5,199,"CT"
"718","HB","2013","A","TR",48,"M","HB.A.48","HB.A.48.M",25,0,0,NA,NA,0,0,NA,NA,"extraCT"
"719","HB","2013","A","TR",48,"H","HB.A.48","HB.A.48.H",25,0,0,NA,NA,0,0,NA,NA,"extraCT"
"720","HB","2013","A","TR",48,"MT","HB.A.48","HB.A.48.MT",25,0,0,NA,NA,0,0,NA,NA,"extraCT"
"721","HB","2013","A","TR",49,"L","HB.A.49","HB.A.49.L",25,0,0,NA,NA,0,0,NA,NA,"CT"
"722","HB","2013","A","TR",49,"M","HB.A.49","HB.A.49.M",25,0,0,NA,NA,0,0,NA,NA,"CT"
"723","HB","2013","A","TR",49,"H","HB.A.49","HB.A.49.H",25,0,0,NA,NA,0,0,NA,NA,"CT"
"724","HB","2013","A","TR",49,"MT","HB.A.49","HB.A.49.MT",25,2,2,1,0,0,0,5.5,227.5,"CT"
"725","HB","2013","A","TR",49,"F","HB.A.49","HB.A.49.F",25,0,0,NA,NA,0,0,NA,NA,"CT"
"726","HB","2013","A","TR",50,"M","HB.A.50","HB.A.50.M",25,1,1,0,0,0,0,1,191,"extraCT"
"727","HB","2013","A","TR",50,"H","HB.A.50","HB.A.50.H",25,0,0,NA,NA,0,0,NA,NA,"extraCT"
"728","HB","2013","A","TR",50,"MT","HB.A.50","HB.A.50.MT",25,0,0,NA,NA,0,0,NA,NA,"extraCT"
"729","HB","2013","A","OTC",51,"M","HB.A.51","HB.A.51.M",25,3,3,1,0,0,0,3.33333333333333,191,"OTC"
"730","HB","2013","A","OTC",51,"H","HB.A.51","HB.A.51.H",25,1,1,1,0,0,0,3,191,"OTC"
"731","HB","2013","A","OTC",51,"MT","HB.A.51","HB.A.51.MT",25,3,3,3,3,64,3,5.33333333333333,198,"OTC"
"732","HB","2013","A","OTC",52,"M","HB.A.52","HB.A.52.M",25,3,3,1,1,369.75,15,3.33333333333333,191,"OTC"
"733","HB","2013","A","OTC",52,"H","HB.A.52","HB.A.52.H",25,1,1,0,0,0,0,3,191,"OTC"
"734","HB","2013","A","OTC",52,"MT","HB.A.52","HB.A.52.MT",25,7,7,7,6,221.65,9,3.57142857142857,193.142857142857,"OTC"
"735","HB","2013","A","OTC",53,"M","HB.A.53","HB.A.53.M",25,0,0,NA,NA,0,0,NA,NA,"OTC"
"736","HB","2013","A","OTC",53,"H","HB.A.53","HB.A.53.H",25,1,1,1,0,0,0,8,241,"OTC"
"737","HB","2013","A","OTC",53,"MT","HB.A.53","HB.A.53.MT",25,4,4,3,1,77.4,3,3.25,194.75,"OTC"
"738","HB","2013","A","TR",54,"M","HB.A.54","HB.A.54.M",25,0,0,NA,NA,0,0,NA,NA,"extraCT"
"739","HB","2013","A","TR",54,"H","HB.A.54","HB.A.54.H",25,0,0,NA,NA,0,0,NA,NA,"extraCT"
"740","HB","2013","A","TR",54,"MT","HB.A.54","HB.A.54.MT",25,1,1,1,0,0,0,2,191,"extraCT"
"741","HB","2013","A","TR",55,"M","HB.A.55","HB.A.55.M",25,0,0,NA,NA,0,0,NA,NA,"extraCT"
"742","HB","2013","A","TR",55,"H","HB.A.55","HB.A.55.H",25,0,0,NA,NA,0,0,NA,NA,"extraCT"
"743","HB","2013","A","TR",55,"MT","HB.A.55","HB.A.55.MT",25,0,0,NA,NA,0,0,NA,NA,"extraCT"
"744","HB","2013","A","OTC",56,"M","HB.A.56","HB.A.56.M",25,2,2,1,0,0,0,3,191,"OTC"
"745","HB","2013","A","OTC",56,"H","HB.A.56","HB.A.56.H",25,1,1,0,0,0,0,3,191,"OTC"
"746","HB","2013","A","OTC",56,"MT","HB.A.56","HB.A.56.MT",25,0,0,NA,NA,0,0,NA,NA,"OTC"
"747","HB","2013","A","OTC",57,"M","HB.A.57","HB.A.57.M",25,5,5,4,0,0,0,2.4,192.8,"OTC"
"748","HB","2013","A","OTC",57,"H","HB.A.57","HB.A.57.H",25,0,0,NA,NA,0,0,NA,NA,"OTC"
"749","HB","2013","A","OTC",57,"MT","HB.A.57","HB.A.57.MT",25,7,7,6,0,0,0,2.14285714285714,193.142857142857,"OTC"
"750","HB","2013","A","OTC",58,"M","HB.A.58","HB.A.58.M",25,0,0,NA,NA,0,0,NA,NA,"OTC"
"751","HB","2013","A","OTC",58,"H","HB.A.58","HB.A.58.H",25,0,0,NA,NA,0,0,NA,NA,"OTC"
"752","HB","2013","A","OTC",58,"MT","HB.A.58","HB.A.58.MT",25,2,2,0,0,0,0,2,191,"OTC"
"753","HB","2013","A","OTC",59,"M","HB.A.59","HB.A.59.M",25,9,9,1,0,0,0,2.11111111111111,191,"OTC"
"754","HB","2013","A","OTC",59,"H","HB.A.59","HB.A.59.H",25,4,4,1,1,7,0,3,191,"OTC"
"755","HB","2013","A","OTC",59,"MT","HB.A.59","HB.A.59.MT",25,5,5,1,1,10,0,3,197,"OTC"
"756","HB","2013","A","OTC",60,"M","HB.A.60","HB.A.60.M",25,0,0,NA,NA,0,0,NA,NA,"OTC"
"757","HB","2013","A","OTC",60,"H","HB.A.60","HB.A.60.H",25,1,1,0,0,0,0,2,191,"OTC"
"758","HB","2013","A","OTC",60,"MT","HB.A.60","HB.A.60.MT",25,1,1,0,0,0,0,2,191,"OTC"
